,melspectrogram,melspectrogram_min,melspectrogram_max,melspectrogram_sum,melspectrogram_corr,melspectrogram_std,mfcc,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness ,spectral_rolloff,zero_crossing_rate,mean harm,mean perc,max harm,max perc,min harm,min perc,normal(0)/abnormal(1)
0,0.014855403453111649,1.7096530857685366e-09,0.17541912198066711,819.5429077148438,0.09439037294749625,0.01913696527481079,-10.853045463562012,0.005769886542111635,1701.8856740223553,1775.050223493036,22.003698693343516,0.0006617429316975176,3624.9973376776393,0.08756774760730858,5.1400086e-08,1.0628447171256994e-06,0.01496982853859663,0.02140745520591736,-0.015499350614845753,-0.023241424933075905,0
0,0.014239235781133175,1.4889310895327412e-09,0.16526220738887787,785.5501708984375,0.0945376491154279,0.016334205865859985,-13.384849548339844,0.0053131175227463245,1869.8933099432397,1800.586979057434,22.873568930742803,0.0008035764330998063,3843.2271085593097,0.10746152660962877,-1.892836e-09,-7.169056175371225e-07,0.0179973803460598,0.022264016792178154,-0.019426019862294197,-0.023449894040822983,0
0,0.015089787542819977,1.6038630423764744e-09,0.22552508115768433,832.473388671875,0.12750486323667834,0.019425326958298683,-11.037117004394531,0.005919241346418858,1726.048996840461,1802.5315527371504,21.98056630919698,0.0006650821887888014,3691.6703297201275,0.0898505474187935,-2.8665485e-07,-1.025134565679764e-06,0.016210384666919708,0.030954310670495033,-0.014817029237747192,-0.039671748876571655,0
0,0.014249641448259354,1.6112015055469442e-09,0.28263169527053833,786.1242065429688,0.08749589231336091,0.019022418186068535,-12.930309295654297,0.005755774211138487,1841.9739386621568,1840.916418793753,22.908093997065286,0.0007326831691898406,3888.6916441596577,0.09280289298143851,-1.3601807e-07,-3.9643848026571504e-07,0.020466003566980362,0.019671309739351273,-0.017063790932297707,-0.018773699179291725,0
0,0.01570146344602108,1.8014207903149781e-09,0.18218237161636353,866.2183227539062,0.09266274075141559,0.019285881891846657,-11.165766716003418,0.0059080952778458595,1675.5076106680888,1756.4668001281989,21.651227803788412,0.0006228180718608201,3559.8231764791185,0.0868336263776102,-4.66994e-07,-1.1770428045565495e-06,0.016873298212885857,0.02055702731013298,-0.014206570573151112,-0.022495046257972717,0
0,0.015238525345921516,1.6350538700748984e-09,0.2576255202293396,840.678955078125,0.08687065145976548,0.018794741481542587,-11.330999374389648,0.005827147047966719,1896.8338428703528,1876.4104098965795,21.894813141171024,0.0008531233761459589,4020.0142066052786,0.10245522766821345,-3.1501605e-07,-4.6672920461787726e-07,0.014726606197655201,0.03286029025912285,-0.01499190554022789,-0.024835167452692986,0
0,0.015805864706635475,1.7222180348497318e-09,0.1933673769235611,871.9779052734375,0.09654562306963371,0.01960960030555725,-11.097679138183594,0.005982816684991121,1651.184812432399,1748.3700917859335,21.482324477398983,0.0006728878943249583,3517.556146679234,0.0859307025812065,-1.40636e-07,-1.2057952289978857e-06,0.014115086756646633,0.027065955102443695,-0.013897179625928402,-0.025913923978805542,0
0,0.015190452337265015,1.7162840038054128e-09,0.36149099469184875,838.02685546875,0.1310014795557824,0.019400326535105705,-11.172194480895996,0.005839686840772629,1729.1472061664765,1784.2638019851383,22.182700565155812,0.0006754309288226068,3680.17929324971,0.09079312282482599,5.025617e-07,1.6632357073831372e-06,0.01825137995183468,0.03521917015314102,-0.015286203473806381,-0.034825727343559265,0
0,0.014086933806538582,1.2607234145534107e-09,0.20042072236537933,777.14794921875,0.09571579788280843,0.017156925052404404,-13.349388122558594,0.005386585835367441,1903.9437389782565,1837.8636143555386,23.004288541433656,0.0008502985001541674,3988.7635835085557,0.10619040929524362,1.963962e-07,-4.0166233361560444e-07,0.0161955114454031,0.018060749396681786,-0.01652543433010578,-0.017801081761717796,0
0,0.014384234324097633,1.5072327830267795e-09,0.21548615396022797,793.5494384765625,0.10210423025044776,0.01770632155239582,-13.08714485168457,0.005531840026378632,1860.7131665850095,1830.805718549503,23.05447049289377,0.0007741124136373401,3908.1514646171695,0.10142315291473318,-2.293138e-07,4.4783743646803487e-07,0.01634802110493183,0.022381985560059547,-0.016658436506986618,-0.023361852392554283,0
0,0.01515405997633934,1.8180590366512206e-09,0.2941587567329407,836.0191650390625,0.1329396759845927,0.01964765600860119,-11.036303520202637,0.005913908127695322,1761.8788261496536,1828.8776806630092,22.08521484870796,0.0007002146448940039,3784.273095363254,0.08966248549883991,1.024006e-06,2.0181973923172336e-06,0.015815764665603638,0.03404254838824272,-0.015385009348392487,-0.033645592629909515,0
