,melspectrogram,melspectrogram_min,melspectrogram_max,melspectrogram_sum,melspectrogram_corr,melspectrogram_std,mfcc,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness ,spectral_rolloff,zero_crossing_rate,mean harm,mean perc,max harm,max perc,min harm,min perc,normal(0)/abnormal(1)
0,0.0063003962859511375,6.218734416307825e-10,0.090277299284935,347.58026123046875,0.5231826876509489,0.010436994023621082,-15.342528343200684,0.0029672773089259863,1399.3724249767633,1635.5262562424498,21.795883928140913,0.0008519295952282846,2847.1041296584976,0.06072474079176334,-3.7813558e-07,4.0128645650838735e-07,0.006917636841535568,0.07044073939323425,-0.006860747933387756,-0.060938749462366104,0
0,0.007235681172460318,7.803308554876764e-10,0.08762271702289581,399.1780700683594,0.4618583212722931,0.009353933855891228,-14.877153396606445,0.0029198636766523123,1765.6224122787328,1767.1656888071436,21.547031358494944,0.0010120135266333818,3777.878083762326,0.09448185542343387,-1.2011428e-07,-3.8844697769491177e-07,0.00695178983733058,0.0709284096956253,-0.006763241719454527,-0.060128103941679,0
0,0.006186282727867365,6.056689039191099e-10,0.09251638501882553,341.28485107421875,0.494019705570316,0.008715054951608181,-16.809890747070312,0.0026804800145328045,1716.8212801950426,1784.1594674558128,23.085970773185508,0.0009500731248408556,3394.926803128625,0.0948024670098608,-3.5352124e-07,-4.0086447938847414e-07,0.007342201191931963,0.07083182781934738,-0.007282054517418146,-0.06049938127398491,0
0,0.006994250696152449,6.63667898415099e-10,0.09713323414325714,385.85882568359375,0.4895023005807148,0.009894730523228645,-15.353940963745117,0.0029530508909374475,1466.548926454213,1585.7312446668313,21.018281840367255,0.0006805465673096478,3035.2573616045534,0.0713830934599768,-1.6550425e-09,-1.3970883117053745e-07,0.006073336116969585,0.07396122068166733,-0.0054547772742807865,-0.06044698879122734,0
0,0.005964912474155426,5.532335700664248e-10,0.11993064731359482,329.0722961425781,0.5202903440051594,0.010415631346404552,-15.100811004638672,0.002924648579210043,1267.393977628603,1510.8354714247298,21.688801999079168,0.0005082502029836178,2481.7890919554816,0.053384661397911835,-7.1660327e-07,1.267003568727887e-07,0.0069122021086514,0.07082194834947586,-0.006740365643054247,-0.06391335278749466,0
0,0.005850528832525015,6.164763699523235e-10,0.11164041608572006,322.761962890625,0.5225174545996912,0.009485199116170406,-17.79927635192871,0.002810478676110506,2053.5574953757027,2044.804930001695,23.006466196195635,0.0011504526482895017,4645.701142419519,0.09537798180104408,-4.7209838e-07,2.9432621317937446e-07,0.007485650479793549,0.0715053454041481,-0.008045544847846031,-0.05887330695986748,0
0,0.005896580405533314,6.056763979245261e-10,0.11184220016002655,325.30255126953125,0.5243342310430174,0.009822636842727661,-14.19277572631836,0.002962368307635188,1862.7349823908896,1929.4566886606387,21.862748151979826,0.0009303648839704692,4094.2812749238688,0.06856896207946636,-1.05842375e-07,-5.441101507130952e-07,0.006189458537846804,0.07546587288379669,-0.007097732741385698,-0.06001254543662071,0
0,0.005464662332087755,4.5998743702924116e-10,0.1910945624113083,301.4744873046875,0.5494099492655102,0.010660645551979542,-14.61679744720459,0.002890627831220627,1281.7098814341587,1528.5802078680451,22.00906955870034,0.0004930544528178871,2480.3652026537125,0.05227554923143851,7.126441e-07,3.61461793829676e-08,0.008209657855331898,0.07619272917509079,-0.008572612889111042,-0.061482954770326614,0
0,0.0072236210107803345,7.133455492969176e-10,0.08849532902240753,398.5127258300781,0.4626073106421699,0.009658974595367908,-15.62662410736084,0.0029436289332807064,1505.8968845286288,1576.0541388645674,21.3199937428311,0.0007266364991664886,3014.9232231547276,0.07943690182714618,-7.5320094e-07,-1.0062825595014147e-06,0.00818414893001318,0.07550575584173203,-0.006960669066756964,-0.06070603430271149,0
0,0.007005458697676659,5.599876673478832e-10,0.1610570102930069,386.4771423339844,0.4427062774670627,0.00859398115426302,-15.246248245239258,0.0027545958291739225,1856.4573327424132,1708.4399645502135,21.62528003829128,0.001182558131404221,3738.9334623332365,0.11257658425174014,-1.0202426e-06,-2.411644857147621e-07,0.00663493387401104,0.07800162583589554,-0.0062587377615273,-0.062189579010009766,0
