,melspectrogram,melspectrogram_min,melspectrogram_max,melspectrogram_sum,melspectrogram_corr,melspectrogram_std,mfcc,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness ,spectral_rolloff,zero_crossing_rate,mean harm,mean perc,max harm,max perc,min harm,min perc,normal(0)/abnormal(1)
0,0.022783029824495316,2.820192968044921e-09,0.3916178345680237,1256.8941650390625,0.02642561406934151,0.037952978163957596,-8.30403995513916,0.010253164917230606,995.4373091696998,1283.82439536475,20.781003416711734,0.00012754532508552074,2032.8143126450116,0.04187096686484919,7.0153544e-07,-5.880125399926328e-07,0.030564865097403526,0.017350321635603905,-0.028218887746334076,-0.018909407779574394,0
0,0.019856559112668037,2.7702051763611735e-09,0.4074537754058838,1095.4466552734375,0.026256343233622796,0.032239869236946106,-9.610888481140137,0.009026036597788334,1466.8593145275204,1749.8997281828515,23.306772062408232,0.00030577206052839756,3174.14901981221,0.06820303436774942,-8.513377e-07,-1.2006348804050049e-08,0.03032458759844303,0.012384508736431599,-0.031418949365615845,-0.011298579163849354,0
0,0.023440053686499596,2.784562802560231e-09,0.3926541805267334,1293.140869140625,0.027947487152139995,0.03695051744580269,-8.152650833129883,0.010177007876336575,1143.2969455401008,1417.2419760819455,20.859892216733105,0.00016938333283178508,2457.4330907410094,0.04939231075986079,-1.8880083e-06,-1.8506158312447951e-06,0.027346020564436913,0.02109762467443943,-0.025741221383213997,-0.018760068342089653,0
0,0.019934536889195442,2.280748701011248e-09,0.40907368063926697,1099.74853515625,0.038393944690365805,0.031394220888614655,-9.93354320526123,0.008909796364605427,1529.1623709339367,1782.300089996096,23.46653641448392,0.0003198922786395997,3398.074347900957,0.07455522223027843,-7.0178913e-07,-1.4686472695757402e-06,0.030402163043618202,0.011645082384347916,-0.029092051088809967,-0.013220892287790775,0
0,0.02066601812839508,2.3102115775941456e-09,0.7030870914459229,1140.1029052734375,0.25213770016134424,0.04169011116027832,-7.337764263153076,0.010531407780945301,1002.7657610756985,1394.553652490037,20.630599484140777,0.00011613729293458164,2204.2555806808296,0.03607956605278422,3.4986354e-06,2.163719045711332e-06,0.030505642294883728,0.02483529970049858,-0.03378690406680107,-0.02446410059928894,0
0,0.020237313583493233,2.7182729400720973e-09,0.2998606264591217,1116.4521484375,0.03197462840175706,0.03098864108324051,-9.325218200683594,0.008969619870185852,1396.4256131309373,1707.065581716865,23.607822806474335,0.0002604442706797272,2842.582656612529,0.07066143416473318,4.3451124e-07,2.1331973130145343e-06,0.02649593912065029,0.013243168592453003,-0.02854434959590435,-0.011503569781780243,0
0,0.020836500450968742,2.729848347371444e-09,0.4500419497489929,1149.508056640625,0.030500770757303626,0.03752671927213669,-7.9881768226623535,0.009900485165417194,1052.2762227979374,1423.8953997362794,21.41278245185399,0.00015686359256505966,2156.9424870395883,0.0415061720562645,-1.9354114e-07,1.913534788400284e-06,0.025794921442866325,0.019318554550409317,-0.02946273796260357,-0.019334034994244576,0
0,0.022185176610946655,2.5549415916259477e-09,0.46798327565193176,1223.911865234375,0.08043124195669576,0.03828578442335129,-7.248722553253174,0.010176680982112885,1365.9844661955003,1742.2191381013413,21.067721734084305,0.00029475963674485683,3226.183430611949,0.05256557243329466,1.5157177e-07,-2.8803362965845736e-06,0.02603723295032978,0.02402571402490139,-0.02825041115283966,-0.0229672621935606,0
0,0.01861932873725891,1.6168997252208328e-09,0.9220320582389832,1027.191162109375,0.43349505954220235,0.03143005445599556,-8.863704681396484,0.008632708340883255,1099.1645000722037,1255.3013169434078,21.801785089510638,0.00013047117681708187,2116.7238593931265,0.06077232272331787,1.2448106e-07,2.78744732895575e-06,0.06356023252010345,0.04398435726761818,-0.065093033015728,-0.03565981611609459,0
0,0.019803589209914207,2.551090227953523e-09,0.3574233949184418,1092.5244140625,0.03006016911519039,0.031005827710032463,-10.202823638916016,0.008856569416821003,1386.1027899728265,1718.9653115382066,23.860305358661797,0.00026106054428964853,2795.744192738544,0.06904138268561485,1.1701877e-06,1.2111468095099553e-06,0.0299184862524271,0.011644323356449604,-0.029738614335656166,-0.013230609707534313,0
