,melspectrogram,melspectrogram_min,melspectrogram_max,melspectrogram_sum,melspectrogram_corr,melspectrogram_std,mfcc,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness ,spectral_rolloff,zero_crossing_rate,mean harm,mean perc,max harm,max perc,min harm,min perc,normal(0)/abnormal(1)
0,0.013096217066049576,1.5030858779851997e-09,0.3209784924983978,722.4921264648438,0.02816227692995448,0.022520046681165695,-10.833073616027832,0.006110906135290861,993.5272122345086,1303.1027353007344,20.721269693708685,0.0001644193980609998,2042.7565572433296,0.039932569605568444,8.882433e-07,-8.815430305730843e-07,0.016743598505854607,0.011451064608991146,-0.01791173778474331,-0.013286933302879333,0
0,0.013204913586378098,1.3039515023294257e-09,0.2690538465976715,728.4886474609375,0.024639144662489995,0.022227102890610695,-10.58541202545166,0.006048598792403936,1118.3412121391702,1425.2518189903824,21.055004119855155,0.00021558736625593156,2407.2222574680973,0.04355446091937355,3.0773567e-08,-1.4806258832322783e-06,0.015440788120031357,0.01338252890855074,-0.01590667851269245,-0.011362475343048573,0
0,0.01452514436095953,1.7406485142146266e-09,0.2875974178314209,801.3231811523438,0.18096089420509553,0.021355079486966133,-10.653571128845215,0.006108228582888842,1325.327035613551,1579.5415568896412,21.574634765934267,0.00034515204606577754,2850.776265226218,0.05851557968387471,-4.349548e-07,-1.237626406691561e-06,0.017102593556046486,0.013409397564828396,-0.01819632388651371,-0.014563505537807941,0
0,0.012579986825585365,1.6044281458960086e-09,0.33763325214385986,694.0126953125,0.10515467242418977,0.021671025082468987,-11.165995597839355,0.0058937035501003265,1329.2489771792725,1728.787136122692,22.65997003271253,0.00031889896490611136,2979.7506593496228,0.05346056590777262,-1.0846395e-06,-1.1372728749847738e-06,0.020644407719373703,0.009895778261125088,-0.01931561529636383,-0.010125880129635334,0
0,0.013318593613803387,1.5987926538230113e-09,0.30089831352233887,734.7601928710938,0.3699955279289065,0.021018052473664284,-10.947103500366211,0.005825033877044916,1173.6573064268553,1421.4360345238929,21.61750915146895,0.0002479074173606932,2435.300355278422,0.05313768851508121,8.9055726e-07,1.0067873290608986e-06,0.018646568059921265,0.019312649965286255,-0.016683630645275116,-0.025963863357901573,0
0,0.011312684044241905,1.2102311375272734e-09,0.3641417622566223,624.09814453125,0.11822927925206408,0.023050790652632713,-10.672493934631348,0.005871816538274288,871.320596936289,1273.8522832576414,21.34821829289092,0.00010753635433502495,1739.018486713312,0.032039633483178655,-1.6715813e-06,-3.7157551560085267e-06,0.01732783578336239,0.013596518896520138,-0.018883725628256798,-0.011420651338994503,0
0,0.012020647525787354,1.5772441130934567e-09,0.22140491008758545,663.1550903320312,0.026746578529358966,0.01892593316733837,-11.177818298339844,0.005420893430709839,1513.68164238708,1795.5630852010056,23.2104461573294,0.00042989422217942774,3449.883934074101,0.06820869888341068,-1.3406122e-06,-1.0838901971510495e-06,0.018057087436318398,0.007924974896013737,-0.018471814692020416,-0.008684664033353329,0
0,0.012321208603680134,1.6763630483751513e-09,0.23239529132843018,679.7364501953125,0.024922747965624843,0.020011870190501213,-11.062789916992188,0.005684354808181524,1254.9088726132204,1615.4846748071868,23.402799354100313,0.0002752896980382502,2477.5923655923725,0.057977450696055685,-1.4133947e-06,1.4084547217407817e-07,0.020792309194803238,0.008820866234600544,-0.01901860348880291,-0.008479773998260498,0
0,0.012561346404254436,1.6888315190755065e-09,0.20328983664512634,692.984375,0.02721807729405281,0.019977392628788948,-11.325963973999023,0.005693408194929361,1245.3650980073319,1595.543189264547,23.350408442459234,0.0002660119207575917,2426.657097411543,0.05900272803074246,-1.2659754e-06,2.0662254485159792e-07,0.018528832122683525,0.008645948953926563,-0.01860431209206581,-0.010892159305512905,0
0,0.012397470884025097,1.6415855341733732e-09,0.28326335549354553,683.9436645507812,0.06279587234780776,0.02219456061720848,-10.691285133361816,0.005947581958025694,1270.5186931938786,1685.8080478782454,21.543097270826966,0.00030651743873022497,2911.528875435035,0.04647281938805104,1.1217209e-07,-7.676088671360048e-07,0.015981994569301605,0.010792932473123074,-0.014349647797644138,-0.012486835941672325,0
